timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1683455559783,1608,paypal,200,,payment 5-6,text,true,,453,216,20,67,http://localhost:9090/pay?id=1,1608,0,1
1683455560284,1111,cash,200,,payment 5-3,text,true,,494,220,20,67,http://localhost:9090/payWithCash?id=2,1111,0,0
1683455560243,1191,create,200,,electricboard 4-2,text,true,,2543,6650,2,67,http://localhost:9090/board/create,1191,0,1
1683455560292,1146,Update Invoice Status,200,,Invoice 1-11,text,true,,709,612,19,67,http://localhost:9090/invoice/updateStatus,1146,0,0
1683455561435,3,update,400,,electricboard 4-2,text,false,,502,233,2,67,http://localhost:9090/board/update/1,3,0,0
1683455560299,1145,Get All Invoice,200,,Invoice 1-15,text,true,,2266,198,19,67,http://localhost:9090/invoice/getAll,1145,0,0
1683455560066,1492,signin,200,,Account 2-11,text,true,,730,604,25,70,http://localhost:9090/signin,1492,0,1
1683455559984,1815,paypal,200,,payment 5-8,text,true,,453,216,23,80,http://localhost:9090/pay?id=1,1815,0,0
1683455560398,1407,Get All Invoice,200,,Invoice 1-16,text,true,,2266,198,23,80,http://localhost:9090/invoice/getAll,1407,0,0
1683455560166,1765,signin,200,,Account 2-12,text,true,,730,620,29,83,http://localhost:9090/signin,1765,0,0
1683455560408,1526,Get all by username,200,,Invoice 1-8,text,true,,693,228,24,83,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,1526,0,0
1683455560175,1800,user login,200,,Account 2-3,text,true,,743,618,30,84,http://localhost:9090/signin,1799,0,0
1683455560266,1830,signin,200,,Account 2-13,text,true,,730,632,31,88,http://localhost:9090/signin,1830,0,0
1683455560196,1946,user login,200,,Account 2-4,text,true,,743,614,31,89,http://localhost:9090/signin,1946,0,0
1683455560499,1648,Get All Invoice,200,,Invoice 1-17,text,true,,2266,198,26,89,http://localhost:9090/invoice/getAll,1648,0,0
1683455560083,2153,paypal,200,,payment 5-9,text,true,,453,216,27,93,http://localhost:9090/pay?id=1,2153,0,0
1683455560365,1874,signin,200,,Account 2-14,text,true,,730,628,32,93,http://localhost:9090/signin,1874,0,1
1683455560583,1657,cash,200,,payment 5-4,text,true,,494,220,27,93,http://localhost:9090/payWithCash?id=2,1657,0,0
1683455560598,1647,Get All Invoice,200,,Invoice 1-18,text,true,,2266,198,27,93,http://localhost:9090/invoice/getAll,1647,0,0
1683455560623,1625,get staff info,200,,staff 6-2,text,true,,633,205,2,93,http://localhost:9090/getStaffInfo/ngochoai,1625,0,0
1683455560384,2084,paypal,200,,payment 5-12,text,true,,453,216,28,99,http://localhost:9090/pay?id=1,2084,0,0
1683455560184,2301,paypal,200,,payment 5-10,text,true,,453,216,29,100,http://localhost:9090/pay?id=1,2301,0,0
1683455560698,1793,Get All Invoice,200,,Invoice 1-19,text,true,,2266,198,29,100,http://localhost:9090/invoice/getAll,1793,0,1
1683455560403,2199,user login,200,,Account 2-5,text,true,,743,622,36,104,http://localhost:9090/signin,2199,0,0
1683455560420,2198,user login,200,,Account 2-6,text,true,,743,626,36,104,http://localhost:9090/signin,2198,0,0
1683455560774,1848,Update Invoice Status,200,,Invoice 1-12,text,true,,709,600,31,104,http://localhost:9090/invoice/updateStatus,1848,0,0
1683455560283,2403,paypal,200,,payment 5-11,text,true,,453,216,31,107,http://localhost:9090/pay?id=1,2403,0,1
1683455560800,1890,Get All Invoice,200,,Invoice 1-20,text,true,,2266,198,31,107,http://localhost:9090/invoice/getAll,1890,0,0
1683455560467,2317,signin,200,,Account 2-15,text,true,,730,632,38,109,http://localhost:9090/signin,2317,0,0
1683455560484,2367,paypal,200,,payment 5-13,text,true,,453,216,32,111,http://localhost:9090/pay?id=1,2367,0,0
1683455560899,1956,Get All Invoice,200,,Invoice 1-21,text,true,,2266,198,33,111,http://localhost:9090/invoice/getAll,1956,0,0
1683455560566,2296,signin,200,,Account 2-16,text,true,,730,632,38,111,http://localhost:9090/signin,2296,0,0
1683455560666,2362,signin,200,,Account 2-17,text,true,,730,616,40,117,http://localhost:9090/signin,2362,0,0
1683455560999,2034,Get All Invoice,200,,Invoice 1-22,text,true,,2266,198,35,117,http://localhost:9090/invoice/getAll,2034,0,0
1683455560765,2417,signin,200,,Account 2-18,text,true,,730,644,42,122,http://localhost:9090/signin,2417,0,1
1683455560682,2569,paypal,200,,payment 5-15,text,true,,453,216,36,125,http://localhost:9090/pay?id=1,2569,0,0
1683455561071,2184,cash,200,,payment 5-5,text,true,,494,220,36,125,http://localhost:9090/payWithCash?id=2,2184,0,0
1683455561075,2185,Update Invoice Status,200,,Invoice 1-13,text,true,,709,632,37,124,http://localhost:9090/invoice/updateStatus,2185,0,0
1683455560584,2778,paypal,200,,payment 5-14,text,true,,453,216,36,127,http://localhost:9090/pay?id=1,2778,0,0
1683455561098,2269,Get All Invoice,200,,Invoice 1-23,text,true,,2266,198,38,128,http://localhost:9090/invoice/getAll,2269,0,1
1683455560866,2508,signin,200,,Account 2-19,text,true,,730,640,44,128,http://localhost:9090/signin,2508,0,1
1683455560768,2730,user login,200,,Account 2-7,text,true,,743,634,45,133,http://localhost:9090/signin,2730,0,0
1683455560883,2632,paypal,200,,payment 5-17,text,true,,453,216,38,133,http://localhost:9090/pay?id=1,2632,0,1
1683455560966,2658,signin,200,,Account 2-20,text,true,,730,612,46,137,http://localhost:9090/signin,2658,0,0
1683455561185,2442,Get all by username,200,,Invoice 1-9,text,true,,693,228,41,137,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,2442,0,0
1683455561199,2432,Get All Invoice,200,,Invoice 1-24,text,true,,2266,198,41,137,http://localhost:9090/invoice/getAll,2432,0,0
1683455561218,2417,get list customer info,200,,customer 3-3,text,true,,2096,204,4,137,http://localhost:9090/getListCustomersInfo,2417,0,0
1683455561243,2484,create,200,,electricboard 4-3,text,true,,2543,6647,4,140,http://localhost:9090/board/create,2483,0,0
1683455563727,4,update,400,,electricboard 4-3,text,false,,502,233,4,140,http://localhost:9090/board/update/1,4,0,0
1683455560784,2962,paypal,200,,payment 5-16,text,true,,453,216,40,140,http://localhost:9090/pay?id=1,2962,0,0
1683455561035,2724,user login,200,,Account 2-9,text,true,,743,606,47,140,http://localhost:9090/signin,2724,0,0
1683455560983,2860,paypal,200,,payment 5-18,text,true,,453,216,41,143,http://localhost:9090/pay?id=1,2860,0,1
1683455561299,2548,Get All Invoice,200,,Invoice 1-25,text,true,,2266,198,43,143,http://localhost:9090/invoice/getAll,2548,0,0
1683455561066,2882,signin,200,,Account 2-21,text,true,,730,640,49,146,http://localhost:9090/signin,2882,0,0
1683455561326,2626,Update Invoice Status,200,,Invoice 1-14,text,true,,709,608,44,146,http://localhost:9090/invoice/updateStatus,2626,0,0
1683455561337,2616,Get all by username,200,,Invoice 1-10,text,true,,693,228,44,146,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,2616,0,0
1683455561342,2613,get customer info,200,,customer 3-2,text,true,,676,210,4,146,http://localhost:9090/getCustomerInfo/HD11300001,2613,0,0
1683455561084,2979,paypal,200,,payment 5-19,text,true,,453,216,43,148,http://localhost:9090/pay?id=1,2979,0,0
1683455561166,3053,signin,200,,Account 2-22,text,true,,730,620,52,155,http://localhost:9090/signin,3053,0,1
1683455561389,2836,cash,200,,payment 5-7,text,true,,494,220,45,155,http://localhost:9090/payWithCash?id=2,2836,0,0
1683455561132,3094,user login,200,,Account 2-8,text,true,,743,634,52,154,http://localhost:9090/signin,3094,0,0
1683455561391,2840,cash,200,,payment 5-6,text,true,,494,220,44,154,http://localhost:9090/payWithCash?id=2,2840,0,0
1683455561439,2800,get one by id,200,,electricboard 4-2,text,true,,732,218,4,153,http://localhost:9090/board/getOneById?electricBoardId=1,2800,0,0
1683455561444,2795,Update Invoice Status,200,,Invoice 1-15,text,true,,709,604,47,153,http://localhost:9090/invoice/updateStatus,2795,0,0
1683455561399,2832,Get All Invoice,200,,Invoice 1-26,text,true,,2266,198,47,153,http://localhost:9090/invoice/getAll,2832,0,1
1683455561438,2802,Get all by username,200,,Invoice 1-11,text,true,,693,228,47,153,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,2802,0,0
1683455561183,3196,paypal,200,,payment 5-20,text,true,,453,216,44,158,http://localhost:9090/pay?id=1,3196,0,1
1683455561498,2887,Get All Invoice,200,,Invoice 1-27,text,true,,2266,198,48,159,http://localhost:9090/invoice/getAll,2887,0,0
1683455561265,3241,signin,200,,Account 2-23,text,true,,730,604,55,163,http://localhost:9090/signin,3241,0,1
1683455561283,3237,paypal,200,,payment 5-21,text,true,,453,216,46,163,http://localhost:9090/pay?id=1,3237,0,0
1683455561179,3411,change password,200,,Account 2-1,text,true,,457,318,56,165,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,3411,0,0
1683455561599,2996,Get All Invoice,200,,Invoice 1-28,text,true,,2266,198,50,164,http://localhost:9090/invoice/getAll,2996,0,0
1683455561623,2974,get staff info,200,,staff 6-3,text,true,,633,205,3,165,http://localhost:9090/getStaffInfo/ngochoai,2974,0,1
1683455561292,3403,user login,200,,Account 2-10,text,true,,743,646,56,167,http://localhost:9090/signin,3400,0,0
1683455561367,3375,signin,200,,Account 2-24,text,true,,730,628,56,168,http://localhost:9090/signin,3375,0,0
1683455561699,3049,Get All Invoice,200,,Invoice 1-29,text,true,,2266,198,52,168,http://localhost:9090/invoice/getAll,3049,0,0
1683455561321,3524,change password,200,,Account 2-2,text,true,,457,318,57,171,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,3524,0,0
1683455561385,3497,paypal,200,,payment 5-22,text,true,,453,216,49,171,http://localhost:9090/pay?id=1,3497,0,0
1683455561799,3088,Get All Invoice,200,,Invoice 1-30,text,true,,2266,198,53,172,http://localhost:9090/invoice/getAll,3088,0,0
1683455561800,3093,cash,200,,payment 5-8,text,true,,494,220,50,172,http://localhost:9090/payWithCash?id=2,3093,0,0
1683455561805,3096,Update Invoice Status,200,,Invoice 1-16,text,true,,709,600,54,172,http://localhost:9090/invoice/updateStatus,3096,0,0
1683455561466,3696,signin,200,,Account 2-25,text,true,,730,608,59,178,http://localhost:9090/signin,3696,0,0
1683455561582,3682,paypal,200,,payment 5-24,text,true,,453,216,52,183,http://localhost:9090/pay?id=1,3682,0,1
1683455561899,3369,Get All Invoice,200,,Invoice 1-31,text,true,,2266,198,57,184,http://localhost:9090/invoice/getAll,3368,0,0
1683455561559,3735,user login,200,,Account 2-11,text,true,,743,626,61,185,http://localhost:9090/signin,3735,0,0
1683455561934,3363,get by status,200,,Invoice 1-8,text,true,,2266,217,57,185,http://localhost:9090/invoice/getByStatus?status=UNPAID,3363,0,0
1683455561566,3822,signin,200,,Account 2-26,text,true,,730,628,62,188,http://localhost:9090/signin,3822,0,0
1683455561484,3920,paypal,200,,payment 5-23,text,true,,453,216,54,189,http://localhost:9090/pay?id=1,3920,0,0
1683455561684,3762,paypal,200,,payment 5-25,text,true,,453,216,54,189,http://localhost:9090/pay?id=1,3762,0,0
1683455561998,3452,Get All Invoice,200,,Invoice 1-32,text,true,,2266,198,59,189,http://localhost:9090/invoice/getAll,3452,0,1
1683455561666,3867,signin,200,,Account 2-27,text,true,,730,620,63,192,http://localhost:9090/signin,3867,0,0
1683455561783,3839,paypal,200,,payment 5-26,text,true,,453,216,56,196,http://localhost:9090/pay?id=1,3839,0,0
1683455561766,3899,signin,200,,Account 2-28,text,true,,730,624,64,196,http://localhost:9090/signin,3898,0,0
1683455562097,3573,Get All Invoice,200,,Invoice 1-33,text,true,,2266,198,61,197,http://localhost:9090/invoice/getAll,3572,0,1
1683455561866,3854,signin,200,,Account 2-29,text,true,,730,608,65,199,http://localhost:9090/signin,3854,0,1
1683455562147,3579,Update Invoice Status,200,,Invoice 1-17,text,true,,709,632,62,199,http://localhost:9090/invoice/updateStatus,3579,0,0
1683455561883,4113,paypal,200,,payment 5-27,text,true,,453,216,60,207,http://localhost:9090/pay?id=1,4113,0,1
1683455561975,4121,change password,200,,Account 2-3,text,true,,455,318,69,210,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,4121,0,0
1683455562199,3901,Get All Invoice,200,,Invoice 1-34,text,true,,2266,198,66,210,http://localhost:9090/invoice/getAll,3901,0,0
1683455561931,4172,user login,200,,Account 2-12,text,true,,743,634,68,210,http://localhost:9090/signin,4172,0,0
1683455562218,3886,get list customer info,200,,customer 3-4,text,true,,2096,204,5,210,http://localhost:9090/getListCustomersInfo,3886,0,1
1683455562236,3869,cash,200,,payment 5-9,text,true,,494,220,61,210,http://localhost:9090/payWithCash?id=2,3869,0,0
1683455561967,4161,signin,200,,Account 2-30,text,true,,730,608,68,209,http://localhost:9090/signin,4161,0,0
1683455562246,3887,Update Invoice Status,200,,Invoice 1-18,text,true,,709,632,66,209,http://localhost:9090/invoice/updateStatus,3887,0,0
1683455561982,4160,paypal,200,,payment 5-28,text,true,,453,216,60,209,http://localhost:9090/pay?id=1,4160,0,1
1683455562243,3926,create,200,,electricboard 4-4,text,true,,2543,6665,6,210,http://localhost:9090/board/create,3926,0,1
1683455562298,3874,Get All Invoice,200,,Invoice 1-35,text,true,,2266,198,66,210,http://localhost:9090/invoice/getAll,3874,0,1
1683455562066,4220,signin,200,,Account 2-31,text,true,,730,608,70,216,http://localhost:9090/signin,4220,0,0
1683455562084,4246,paypal,200,,payment 5-29,text,true,,453,216,62,217,http://localhost:9090/pay?id=1,4246,0,0
1683455562399,3935,Get All Invoice,200,,Invoice 1-36,text,true,,2266,198,68,217,http://localhost:9090/invoice/getAll,3935,0,0
1683455562468,3870,cash,200,,payment 5-12,text,true,,494,220,62,217,http://localhost:9090/payWithCash?id=2,3870,0,0
1683455562096,4258,user login,200,,Account 2-13,text,true,,743,610,70,216,http://localhost:9090/signin,4258,0,0
1683455562143,4355,change password,200,,Account 2-4,text,true,,455,318,72,221,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,4355,0,0
1683455562485,4018,cash,200,,payment 5-10,text,true,,494,220,63,221,http://localhost:9090/payWithCash?id=2,4018,0,0
1683455562491,4017,Update Invoice Status,200,,Invoice 1-19,text,true,,709,596,70,220,http://localhost:9090/invoice/updateStatus,4017,0,0
1683455562499,4014,Get All Invoice,200,,Invoice 1-37,text,true,,2266,198,70,220,http://localhost:9090/invoice/getAll,4014,0,0
1683455562166,4350,signin,200,,Account 2-32,text,true,,730,624,71,220,http://localhost:9090/signin,4350,0,0
1683455566169,347,update,400,,electricboard 4-4,text,false,,502,233,7,220,http://localhost:9090/board/update/1,347,0,0
1683455562183,4583,paypal,200,,payment 5-30,text,true,,453,216,64,228,http://localhost:9090/pay?id=1,4583,0,0
1683455562599,4172,Get All Invoice,200,,Invoice 1-38,text,true,,2266,198,72,228,http://localhost:9090/invoice/getAll,4172,0,0
1683455562365,4503,signin,200,,Account 2-34,text,true,,730,624,75,231,http://localhost:9090/signin,4503,0,1
1683455562283,4613,paypal,200,,payment 5-31,text,true,,453,216,66,232,http://localhost:9090/pay?id=1,4613,0,1
1683455562622,4278,Get all by username,200,,Invoice 1-12,text,true,,693,228,74,233,http://localhost:9090/invoice/getAllByUsername?username=HD11300001,4277,0,0
1683455562623,4279,get staff info,200,,staff 6-4,text,true,,633,205,5,233,http://localhost:9090/getStaffInfo/ngochoai,4279,0,0
1683455562265,4651,signin,200,,Account 2-33,text,true,,730,640,75,232,http://localhost:9090/signin,4651,0,1
1683455562466,4530,signin,200,,Account 2-35,text,true,,730,608,76,234,http://localhost:9090/signin,4530,0,1
1683455562686,4315,cash,200,,payment 5-11,text,true,,494,220,67,235,http://localhost:9090/payWithCash?id=2,4315,0,0
1683455562691,4313,Update Invoice Status,200,,Invoice 1-20,text,true,,709,596,75,234,http://localhost:9090/invoice/updateStatus,4313,0,0
1683455562698,4309,Get All Invoice,200,,Invoice 1-39,text,true,,2266,198,75,234,http://localhost:9090/invoice/getAll,4309,0,0
1683455562566,4597,signin,200,,Account 2-36,text,true,,730,636,77,237,http://localhost:9090/signin,4597,0,0
1683455562384,4944,paypal,200,,payment 5-32,text,true,,453,216,69,245,http://localhost:9090/pay?id=1,4944,0,0
1683455565883,1446,paypal,200,,payment 5-67,text,true,,453,216,69,245,http://localhost:9090/pay?id=1,1446,0,0
1683455562584,4749,paypal,200,,payment 5-34,text,true,,453,216,69,245,http://localhost:9090/pay?id=1,4749,0,0
1683455562798,4536,Get All Invoice,200,,Invoice 1-40,text,true,,2266,198,78,245,http://localhost:9090/invoice/getAll,4536,0,0
1683455562852,4485,cash,200,,payment 5-13,text,true,,494,220,69,245,http://localhost:9090/payWithCash?id=2,4485,0,0
1683455562856,4482,Update Invoice Status,200,,Invoice 1-21,text,true,,709,616,78,244,http://localhost:9090/invoice/updateStatus,4482,0,0
1683455562484,4871,paypal,200,,payment 5-33,text,true,,453,216,68,244,http://localhost:9090/pay?id=1,4871,0,0
1683455562602,4979,change password,200,,Account 2-5,text,true,,455,318,82,251,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,4979,0,0
1683455562899,4687,Get All Invoice,200,,Invoice 1-41,text,true,,2266,198,80,251,http://localhost:9090/invoice/getAll,4687,0,0
1683455562618,5076,change password,200,,Account 2-6,text,true,,455,318,82,255,http://localhost:9090/changepassword/HD11300007?oldpassword=Refb45t0&newpassword=Password123,5076,0,0
1683455562666,5071,signin,200,,Account 2-37,text,true,,730,620,81,255,http://localhost:9090/signin,5071,0,0
1683455562998,4744,Get All Invoice,200,,Invoice 1-42,text,true,,2266,198,82,255,http://localhost:9090/invoice/getAll,4744,0,0
1683455562766,5005,signin,200,,Account 2-38,text,true,,730,616,82,256,http://localhost:9090/signin,5005,0,0
1683455563033,4744,Update Invoice Status,200,,Invoice 1-22,text,true,,709,608,82,256,http://localhost:9090/invoice/updateStatus,4743,0,0
1683455562784,5103,user login,200,,Account 2-15,text,true,,743,622,83,260,http://localhost:9090/signin,5103,0,0
1683455562862,5185,user login,200,,Account 2-16,text,true,,743,634,84,264,http://localhost:9090/signin,5185,0,0
1683455563098,4953,Get All Invoice,200,,Invoice 1-43,text,true,,2266,198,85,264,http://localhost:9090/invoice/getAll,4953,0,0
